,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight,marijuana_use
20542,201288,2017,20.375,2,8,1,6,2,3,1,52.16,2
20543,201289,2017,21.6602,1,8,5,7,2,4,1,58.97,1
20544,201290,2017,19.9927,1,6,6,1,3,2,1,54.43,1
20545,201291,2017,19.285,1,8,1,6,1,3,1,54.43,2
20546,201292,2017,24.5453,1,5,2,4,1,1,1,58.97,1
20547,201293,2017,22.654,2,5,2,5,2,3,1,47.63,2
20548,201294,2017,22.6612,1,8,1,7,3,1,1,69.4,2
20549,201295,2017,27.2896,1,4,1,3,3,1,1,58.97,1
20550,201297,2017,23.3242,1,6,2,1,2,1,1,63.5,1
20551,201298,2017,22.3242,2,6,3,1,3,3,1,57.15,1
20552,201299,2017,18.9541,1,6,1,7,7,1,1,46.72,1
20553,201300,2017,18.7813,1,3,2,1,1,3,1,48.08,1
20554,201301,2017,34.4111,2,8,1,6,2,3,1,84.82,1
20555,201302,2017,19.6319,2,8,1,1,1,1,1,52.16,2
20556,201303,2017,29.9908,1,7,2,4,2,1,1,81.65,2
20557,201304,2017,21.1903,1,8,4,1,1,1,1,61.24,1
20558,201305,2017,20.8102,1,8,1,5,1,3,1,48.08,2
20559,201306,2017,19.285,2,1,5,3,1,1,1,54.43,1
20560,201307,2017,20.77,2,5,1,1,1,3,1,49.9,1
20561,201308,2017,30.7994,2,4,3,5,2,3,1,99.79,1
20562,201309,2017,34.0588,1,2,4,7,3,1,1,98.43,1
20563,201310,2017,26.1309,2,1,7,1,1,2,1,64.41,2
20564,201311,2017,20.8264,2,4,4,1,3,3,1,56.7,2
20565,201312,2017,20.4048,2,5,1,1,2,1,1,58.97,2
20566,201313,2017,18.3213,1,2,3,1,1,1,1,51.71,2
20567,201314,2017,33.3223,2,1,7,2,1,1,1,90.72,2
20568,201315,2017,33.5743,1,5,3,2,3,3,1,77.57,1
20569,201317,2017,18.7813,2,1,7,7,2,2,1,49.9,1
20570,201318,2017,29.2588,2,1,1,7,2,2,1,72.12,1
20571,201321,2017,19.4625,2,3,1,1,2,2,1,51.71,1
20572,201322,2017,20.4863,1,1,7,2,2,1,1,54.43,1
20573,201323,2017,22.1484,1,1,5,5,2,1,1,56.7,1
20574,201325,2017,33.3422,2,3,5,4,1,4,1,99.79,2
20575,201328,2017,20.77,1,6,2,7,3,4,1,49.9,1
20576,201330,2017,21.3407,2,8,5,6,3,1,1,56.7,1
20577,201331,2017,19.9744,1,1,7,1,1,1,1,53.07,1
20578,201332,2017,22.4593,1,6,4,4,2,1,1,79.38,1
20579,201334,2017,34.3144,1,3,3,4,1,1,1,91.17,2
20580,201335,2017,27.3176,1,8,1,1,2,1,1,72.58,1
20581,201336,2017,23.8581,1,3,6,7,3,4,1,68.95,2
20582,201337,2017,37.3819,1,1,7,7,1,1,1,89.81,1
20583,201338,2017,21.3407,1,6,2,5,2,1,1,56.7,2
20584,201339,2017,25.3409,1,4,1,1,4,1,1,80.29,2
20585,201341,2017,21.2617,2,3,4,5,2,4,1,54.43,2
20586,201342,2017,19.6925,2,2,1,7,4,1,1,48.54,2
20587,201344,2017,36.2873,1,8,1,7,1,1,1,111.13,1
20588,201346,2017,48.9616,2,1,5,1,2,2,1,155.13,2
20589,201347,2017,21.7128,2,4,1,1,1,1,1,53.52,2
20590,201349,2017,24.8047,1,2,2,7,3,3,1,63.5,1
20591,201350,2017,21.7107,1,1,1,1,2,1,1,52.16,1
20592,201351,2017,40.6338,1,1,4,4,2,1,1,107.96,1
20593,201352,2017,20.4414,2,1,2,7,2,1,1,66.23,2
20594,201353,2017,29.8769,1,3,5,1,3,1,1,79.38,1
20595,201354,2017,31.4894,1,3,4,1,3,1,1,85.73,1
20596,201355,2017,29.628,1,3,7,7,3,2,1,73.03,1
20597,201356,2017,30.1211,1,3,1,7,3,1,1,77.11,1
20598,201358,2017,41.2994,1,1,7,7,6,4,1,133.81,1
20599,201359,2017,21.7107,2,5,1,2,1,1,1,52.16,2
20600,201360,2017,31.8433,2,1,2,1,2,4,1,97.52,2
20601,201361,2017,23.9239,2,2,3,5,1,1,1,58.97,2
20602,201362,2017,21.793,2,8,1,3,1,1,1,55.79,2
20603,201363,2017,20.8288,1,1,2,1,2,1,1,55.34,1
20604,201365,2017,20.4863,1,1,3,1,2,1,1,54.43,1
20605,201366,2017,18.4024,1,1,1,1,1,3,1,45.36,1
20606,201367,2017,23.6996,2,8,2,1,1,1,1,72.58,2
20607,201368,2017,26.5164,2,4,1,7,1,4,1,74.84,2
20608,201369,2017,23.1434,2,6,6,1,2,1,1,65.32,1
20609,201370,2017,23.9,2,8,5,1,1,3,1,63.5,2
20610,201371,2017,22.195,1,7,5,1,1,1,1,58.97,2
20611,201372,2017,20.7347,1,4,2,4,2,1,1,63.5,1
20612,201373,2017,29.7336,1,3,4,2,3,3,1,83.92,1
20613,201374,2017,25.3933,1,1,3,1,2,3,1,71.67,2
20614,201375,2017,23.0494,2,8,1,4,1,1,1,61.24,2
20615,201376,2017,31.1053,2,5,4,1,2,2,1,95.26,2
20616,201379,2017,21.216,2,1,4,4,1,1,1,59.88,2
20617,201380,2017,29.7336,1,6,3,4,3,1,1,83.92,2
20618,201381,2017,24.924,2,4,5,7,1,4,1,59.88,2
20619,201383,2017,25.1142,1,8,3,1,2,1,1,72.58,1
20620,201384,2017,30.2102,1,1,1,5,3,3,1,72.58,1
20621,201385,2017,24.0138,1,1,1,7,7,2,1,69.4,1
20622,201386,2017,19.285,2,8,1,2,1,1,1,54.43,2
20623,201387,2017,19.285,1,4,4,3,1,1,1,54.43,1
20624,201388,2017,18.4807,1,3,1,1,6,1,1,52.16,1
20625,201389,2017,31.391,1,4,3,7,2,1,1,90.72,1
20626,201390,2017,25.2006,2,7,4,2,2,2,1,81.65,2
20627,201391,2017,20.7644,2,8,5,7,3,3,1,46.72,2
20628,201392,2017,26.5062,2,6,5,7,1,1,1,61.24,2
20629,201393,2017,22.082,1,8,2,1,2,1,1,54.43,1
20630,201394,2017,22.1484,1,2,3,5,1,1,1,56.7,2
20631,201396,2017,23.3875,1,4,6,1,1,1,1,67.59,1
20632,201397,2017,31.8945,2,8,6,1,1,2,1,81.65,1
20633,201398,2017,31.8616,2,4,2,7,2,2,1,92.08,2
20634,201399,2017,31.391,1,1,3,5,1,1,1,90.72,2
20635,201401,2017,21.0859,2,7,2,2,1,1,1,53.98,2
20636,201402,2017,19.633,1,1,4,1,1,1,1,45.36,1
20637,201404,2017,23.003,1,5,2,1,2,4,1,56.7,1
20638,201405,2017,23.0494,1,6,7,7,1,1,1,61.24,1
20639,201406,2017,23.9239,1,8,1,1,2,1,1,58.97,1
20640,201408,2017,27.3207,1,1,1,1,3,3,1,77.11,2
20641,201410,2017,44.1038,1,3,4,1,1,2,1,127.46,1
20642,201413,2017,20.4618,2,6,6,7,1,2,1,61.24,2
20643,201415,2017,15.8274,2,3,7,7,2,3,1,43.09,1
20644,201416,2017,19.8252,2,4,2,1,2,1,1,47.63,2
20645,201418,2017,18.6119,2,1,4,5,2,1,1,58.97,2
20646,201419,2017,24.7484,2,8,6,1,2,4,1,69.85,2
20647,201420,2017,27.3176,2,1,1,1,2,1,1,72.58,2
20648,201421,2017,23.7373,1,8,4,7,3,1,1,58.51,1
20649,201424,2017,21.1607,2,1,7,7,1,2,1,57.61,2
20650,201427,2017,21.3477,1,1,1,1,3,1,1,52.62,1
20651,201428,2017,24.7484,2,4,3,6,1,1,1,69.85,2
20652,201429,2017,21.1446,2,2,4,4,2,3,1,50.8,1
20653,201431,2017,19.1511,2,1,2,4,2,2,1,43.09,2
20654,201432,2017,30.1211,1,5,3,5,2,4,1,77.11,1
20655,201434,2017,24.2906,1,2,2,2,2,1,1,74.39,1
20656,201436,2017,28.707,2,8,6,6,2,2,1,70.76,2
20657,201437,2017,22.082,2,5,3,1,3,3,1,54.43,2
20658,201438,2017,25.7617,2,8,7,7,1,2,1,63.5,2
20659,201439,2017,20.4048,2,1,5,6,3,1,1,58.97,2
20660,201440,2017,19.875,2,8,2,1,2,1,1,48.99,2
20661,201441,2017,28.2526,2,6,3,7,2,3,1,81.65,2
20662,201443,2017,21,2,6,2,4,1,1,1,68.04,2
20663,201444,2017,18.2694,2,2,6,7,2,1,1,48.54,2
20664,201445,2017,24.924,1,8,3,1,2,3,1,59.88,1
20665,201446,2017,23.9219,1,8,3,1,2,4,1,61.24,2
20666,201448,2017,30.4766,2,4,3,4,1,1,1,78.02,2
20667,201449,2017,20.8264,1,4,2,7,1,1,1,56.7,1
20668,201450,2017,23.0494,1,7,1,3,1,1,1,61.24,2
20669,201451,2017,23.7578,1,8,3,5,2,3,1,54.89,1
20670,201452,2017,20.375,2,7,2,4,2,1,1,52.16,2
20671,201453,2017,25.8882,2,3,1,2,3,3,1,54.43,2
20672,201454,2017,32.7788,1,3,2,1,1,1,1,87.09,2
20673,201455,2017,32.2041,1,4,5,7,2,3,1,79.38,2
20674,201456,2017,24.5453,2,7,4,3,1,1,1,58.97,2
20675,201457,2017,20.9063,1,6,4,6,2,3,1,53.52,1
20676,201458,2017,37.5856,2,3,6,7,4,3,1,112.49,2
20677,201459,2017,22.1484,1,1,5,6,1,1,1,56.7,1
20678,201460,2017,16.9906,2,8,2,2,3,4,1,40.82,2
20679,201461,2017,24.589,1,5,4,6,2,1,1,69.4,1
20680,201462,2017,25.3359,1,4,2,5,2,3,1,64.86,1
20681,201463,2017,33.6641,1,2,1,7,3,3,1,86.18,1
20682,201464,2017,17.8292,2,4,4,6,2,3,1,48.54,2
20683,201465,2017,32.4363,2,1,4,4,1,2,1,86.18,2
20684,201466,2017,19.6319,1,1,3,1,2,1,1,52.16,1
20685,201467,2017,26.6133,2,6,7,1,1,2,1,59.88,1
20686,201469,2017,19.2555,2,8,1,1,2,1,1,58.97,1
20687,201470,2017,19.1589,2,6,2,1,2,3,1,52.16,2
20688,201471,2017,22.5762,2,4,2,1,2,3,1,52.16,1
20689,201472,2017,22.3814,2,4,1,7,1,1,1,51.71,2
20690,201473,2017,17.6602,2,6,3,1,1,3,1,48.08,2
20691,201474,2017,19.4922,2,5,2,2,1,4,1,49.9,2
20692,201475,2017,18.3467,2,1,7,7,1,1,1,41.28,2
20693,201476,2017,18.4024,1,1,1,1,3,3,1,45.36,1
20694,201477,2017,18.2076,2,8,1,7,1,1,1,52.62,2
20695,201479,2017,25.3933,2,8,4,7,2,3,1,71.67,2
20696,201480,2017,23.3008,1,6,2,7,2,1,1,48.99,1
20697,201481,2017,19.9967,1,6,2,1,2,1,1,61.24,2
20698,201482,2017,22.082,1,1,7,1,2,1,1,54.43,1
20699,201484,2017,30.8246,2,5,4,7,1,2,1,83.92,1
20700,201487,2017,48.8131,2,3,3,5,3,1,1,141.07,1
20701,201490,2017,31.8945,2,5,1,4,2,1,1,81.65,2
20702,201491,2017,35.2175,2,1,4,7,1,4,1,117.94,1
20703,201498,2017,28.5245,1,6,1,1,3,1,1,70.31,1
20704,201499,2017,34.1451,1,1,3,6,3,1,1,90.72,1
20705,201500,2017,31.8945,2,3,4,1,3,2,1,81.65,2
20706,201501,2017,27.3207,1,2,1,1,2,1,1,77.11,1
20707,201502,2017,24.1579,1,1,4,3,1,1,1,65.77,1
20708,201503,2017,40.0401,2,1,2,5,1,4,1,129.73,2
20709,201504,2017,23.3882,1,7,2,1,1,1,1,62.14,1
20710,201505,2017,20.3913,2,8,4,1,2,3,1,48.99,2
20711,201508,2017,27.4178,2,1,4,1,2,2,1,61.69,2
20712,201509,2017,24.8047,2,3,3,5,2,4,1,63.5,2
20713,201510,2017,22.195,2,3,7,6,2,2,1,58.97,2
20714,201511,2017,18.4024,2,1,4,1,2,4,1,45.36,2
20715,201512,2017,23.3721,2,6,2,1,1,3,1,57.61,2
20716,201514,2017,23.7994,2,5,5,4,2,1,1,77.11,2
20717,201515,2017,20.9982,2,6,4,1,1,2,1,55.79,1
20718,201516,2017,28.3516,1,1,5,1,3,2,1,72.58,2
20719,201517,2017,17.7188,2,8,2,4,1,1,1,45.36,2
20720,201519,2017,31.4489,2,6,1,7,2,2,1,70.76,1
20721,201520,2017,22.5375,2,8,5,3,1,2,1,59.88,2
20722,201521,2017,23.5867,2,4,4,4,3,3,1,53.07,2
20723,201522,2017,17.7188,1,1,4,5,2,3,1,45.36,2
20724,201523,2017,26.1207,2,1,4,5,2,3,1,69.4,2
20725,201524,2017,25.9513,2,8,3,1,3,1,1,68.95,1
20726,201525,2017,38.625,1,2,2,2,1,3,1,98.88,1
20727,201526,2017,15.6996,1,4,3,1,2,1,1,48.08,1
20728,201527,2017,18.5016,2,1,2,1,2,3,1,44.45,2
20729,201528,2017,17.4221,1,6,1,1,2,1,1,50.35,1
20730,201529,2017,19.3992,2,2,4,1,2,2,1,58.06,2
20731,201530,2017,21.1903,2,6,2,1,1,1,1,61.24,2
20732,201531,2017,22.6593,2,8,3,1,2,3,1,61.69,1
20733,201532,2017,23.5587,1,8,4,7,2,1,1,54.43,1
20734,201533,2017,24.5453,2,2,1,7,5,3,1,58.97,2
20735,201534,2017,34.3214,1,6,3,3,2,4,1,93.44,2
20736,201535,2017,18.7813,1,3,1,5,1,3,1,49.9,1
20737,201536,2017,21.3407,2,3,1,4,3,3,1,56.7,1
20738,201538,2017,32.2041,1,5,2,2,3,3,1,79.38,1
20739,201539,2017,30.24,1,3,1,2,3,3,1,68.04,2
20740,201540,2017,36.8047,2,3,3,4,1,3,1,90.72,2
20741,201542,2017,21.793,2,3,2,2,7,3,1,55.79,2
20742,201543,2017,22.8204,1,1,1,7,1,2,1,56.25,1
20743,201544,2017,22.97,1,8,5,1,2,3,1,53.07,2
20744,201545,2017,20.4048,2,6,2,1,1,1,1,58.97,2
20745,201546,2017,37.8897,1,4,2,7,2,3,1,113.4,1
20746,201547,2017,25.6088,1,6,3,1,1,3,1,68.04,1
20747,201548,2017,18.8339,1,3,4,4,2,3,1,54.43,2
20748,201549,2017,29.0225,2,1,1,5,1,3,1,77.11,2
20749,201550,2017,19.9343,1,3,2,5,1,1,1,57.61,1
20750,201551,2017,27.6036,2,8,1,1,1,1,1,68.04,2
20751,201552,2017,18.7813,2,3,4,6,1,3,1,49.9,1
20752,201553,2017,21.3407,2,4,1,4,1,3,1,56.7,2
20753,201554,2017,19.5988,2,8,3,4,1,1,1,63.5,2
20754,201555,2017,26.4308,2,5,7,7,1,1,1,63.5,2
20755,201556,2017,19.7033,2,1,3,3,1,1,1,58.97,2
20756,201558,2017,25.6774,2,1,1,6,4,3,1,61.69,1
20757,201559,2017,17.9269,2,7,3,1,1,4,1,47.63,2
20758,201560,2017,21.6978,1,8,2,3,1,1,1,61.24,1
20759,201561,2017,21.4746,2,6,2,3,2,1,1,68.04,2
20760,201562,2017,23.9239,2,6,2,3,1,1,1,58.97,2
20761,201563,2017,18.8339,1,8,5,4,1,1,1,54.43,2
20762,201564,2017,23.1822,2,7,1,1,2,3,1,52.16,2
20763,201565,2017,23.5433,2,7,4,4,1,1,1,68.04,2
20764,201566,2017,20.6094,1,7,1,2,2,3,1,50.8,2
20765,201567,2017,19.1589,2,8,1,4,1,4,1,52.16,2
20766,201568,2017,23.9239,1,6,6,1,2,3,1,58.97,1
20767,201569,2017,20.4922,1,5,1,1,1,1,1,55.79,1
20768,201570,2017,23.6253,2,1,1,5,1,2,1,66.68,1
20769,201571,2017,22.6338,2,2,1,5,1,3,1,55.79,2
20770,201572,2017,21.9723,2,6,4,5,1,1,1,63.5,2
20771,201573,2017,17.415,2,3,1,2,1,1,1,46.27,2
20772,201574,2017,18.8114,1,6,1,4,1,1,1,57.61,1
20773,201576,2017,21.6728,2,1,2,2,1,1,1,72.58,2
20774,201577,2017,23.9219,2,3,4,5,1,3,1,61.24,2
20775,201578,2017,26.5781,2,2,5,5,2,1,1,68.04,1
20776,201579,2017,31.5857,1,3,6,6,3,1,1,83.92,1
20777,201580,2017,36.965,2,3,4,1,1,1,1,104.33,2
20778,201581,2017,24.4296,2,1,1,2,2,1,1,68.95,2
20779,201582,2017,21.1611,1,5,5,1,2,1,1,52.16,1
20780,201583,2017,18.6055,1,2,2,6,1,3,1,47.63,2
20781,201584,2017,18.7813,2,3,2,2,1,4,1,48.08,2
20782,201585,2017,21.2617,2,5,1,3,1,1,1,54.43,2
20783,201586,2017,22.0895,1,6,2,1,1,1,1,53.07,1
20784,201587,2017,21.1903,1,8,1,2,1,1,1,61.24,1
20785,201588,2017,21.4746,1,8,3,5,1,1,1,68.04,1
20786,201589,2017,20.8264,2,4,2,5,1,4,1,56.7,2
20787,201590,2017,26.6612,2,8,1,4,1,1,1,81.65,2
20788,201591,2017,22.4986,1,8,3,3,1,1,1,63.5,1
20789,201592,2017,22.8763,1,7,4,3,1,1,1,60.78,1
20790,201594,2017,23.5547,2,7,3,7,1,4,1,58.06,2
20791,201595,2017,24.4844,2,8,4,1,2,2,1,70.76,2
20792,201596,2017,23.4923,2,3,1,3,1,4,1,70.31,2
20793,201597,2017,39.5117,2,5,1,1,3,2,1,101.15,1
20794,201599,2017,28.1682,2,7,4,4,2,1,1,74.84,1
20795,201600,2017,22.6797,1,4,2,1,1,1,1,58.06,1
20796,201601,2017,23.0352,1,4,6,1,2,3,1,58.97,1
20797,201602,2017,15.9453,2,5,2,2,1,4,1,40.82,2
20798,201603,2017,29.4454,2,1,1,7,2,1,1,72.58,2
20799,201604,2017,21.0859,2,8,1,1,2,3,1,53.98,1
20800,201605,2017,24.924,2,6,1,4,1,3,1,59.88,1
20801,201606,2017,24.1071,1,5,1,4,3,4,1,68.04,1
20802,201607,2017,20.2442,1,4,3,2,2,3,1,49.9,1
20803,201608,2017,18.9931,2,2,4,5,2,3,1,54.89,2
20804,201610,2017,22.6556,1,3,4,1,3,3,1,54.43,1
20805,201611,2017,45.8182,2,1,5,1,3,3,1,124.74,2
20806,201613,2017,19.0412,1,6,7,4,3,2,1,60.33,1
20807,201614,2017,18.6082,2,7,1,3,1,1,1,49.44,2
20808,201615,2017,28.707,2,3,1,3,4,3,1,70.76,1
20809,201616,2017,20.0576,1,8,1,4,1,1,1,49.44,1
20810,201617,2017,20.7644,2,4,3,5,3,3,1,46.72,1
20811,201618,2017,25.5237,1,1,3,7,2,3,1,58.97,1
20812,201619,2017,20.2442,2,4,3,6,1,1,1,49.9,2
20813,201620,2017,20.9982,2,5,1,4,7,2,1,55.79,1
20814,201621,2017,24.5453,1,5,3,4,2,4,1,58.97,1
20815,201622,2017,17.7188,2,1,6,2,1,4,1,45.36,2
20816,201623,2017,28.1719,2,7,3,4,1,4,1,72.12,2
20817,201624,2017,19.6584,1,3,4,4,2,4,1,53.52,2
20818,201625,2017,19.448,2,8,4,4,2,1,1,54.89,2
20819,201626,2017,20.4048,1,1,4,1,1,1,1,58.97,1
20820,201627,2017,29.8201,2,4,4,7,3,1,1,86.18,2
20821,201628,2017,21.216,2,2,3,5,3,3,1,59.88,2
20822,201629,2017,23.3242,2,4,3,5,1,4,1,63.5,2
20823,201630,2017,22.5039,2,4,4,4,1,4,1,57.61,1
20824,201631,2017,24.8047,1,1,5,4,1,1,1,63.5,1
20825,201632,2017,25.1788,2,6,7,7,1,1,1,77.11,2
20826,201633,2017,21.1611,2,8,2,5,2,1,1,52.16,2
20827,201634,2017,23.0352,1,3,3,1,1,4,1,58.97,2
20828,201635,2017,34.6556,2,6,6,6,2,1,1,94.35,2
20829,201636,2017,18.7467,2,3,1,7,2,3,1,42.18,1
20830,201638,2017,19.5527,1,4,1,1,2,3,1,59.88,2
20831,201639,2017,26.5164,2,3,4,6,2,3,1,74.84,1
20832,201640,2017,23.6004,1,5,2,5,1,4,1,56.7,1
20833,201641,2017,18.9507,2,8,2,1,1,1,1,50.35,1
20834,201642,2017,26.701,2,1,3,3,2,3,1,61.69,2
20835,201643,2017,20.0234,1,1,3,1,1,1,1,51.26,1
20836,201644,2017,25.1142,2,6,4,5,1,1,1,72.58,2
20837,201645,2017,37.2109,1,4,4,1,2,1,1,95.26,1
20838,201647,2017,22.2768,2,7,2,1,1,1,1,53.52,2
20839,201648,2017,20.9644,2,6,1,7,1,1,1,47.17,2
20840,201649,2017,20.4048,2,4,3,7,1,1,1,58.97,2
20841,201650,2017,21.9875,2,7,4,6,1,3,1,50.8,1
20842,201651,2017,23.3906,2,5,6,6,1,1,1,59.88,2
20843,201652,2017,22.3644,2,6,2,1,1,1,1,59.42,2
20844,201653,2017,22.3251,1,1,1,7,1,1,1,60.78,1
20845,201654,2017,23.9219,1,3,1,5,1,1,1,61.24,2
20846,201656,2017,27.0767,2,3,2,7,2,3,1,58.51,1
20847,201657,2017,21.0093,2,4,2,4,1,3,1,48.54,2
20848,201658,2017,41.1211,1,1,2,7,3,1,1,118.84,1
20849,201659,2017,19.8438,1,1,7,7,2,1,1,50.8,1
20850,201660,2017,29.8769,2,5,2,5,1,3,1,79.38,2
20851,201661,2017,21.6978,2,2,2,4,3,1,1,61.24,2
20852,201662,2017,19.6319,2,2,4,6,2,3,1,52.16,1
20853,201663,2017,27.3176,2,8,3,4,1,1,1,72.58,2
20854,201664,2017,19.9298,1,5,2,3,3,3,1,56.25,1
20855,201665,2017,23.3242,2,5,1,6,1,1,1,63.5,1
20856,201666,2017,17.2664,1,1,6,5,2,1,1,49.9,1
20857,201667,2017,20.7644,2,5,4,2,2,4,1,46.72,2
20858,201668,2017,24.0977,1,1,5,1,2,1,1,61.69,1
20859,201669,2017,27.3176,1,1,2,7,2,3,1,72.58,2
20860,201670,2017,25.6774,1,1,6,7,2,1,1,61.69,1
20861,201671,2017,20.5547,2,1,1,1,3,3,1,52.62,2
20862,201672,2017,23.5587,1,8,1,1,2,1,1,54.43,1
20863,201673,2017,25.5237,1,1,3,7,3,3,1,58.97,1
20864,201674,2017,23.1915,1,8,5,1,1,3,1,73.48,1
20865,201675,2017,23.0494,1,1,2,1,2,1,1,61.24,1
20866,201677,2017,25.8962,2,8,4,7,1,3,1,74.84,2
20867,201678,2017,19.2555,2,8,1,7,1,1,1,58.97,2
20868,201680,2017,22.3778,2,6,4,3,2,3,1,50.35,2
20869,201681,2017,21.1903,1,6,2,1,2,3,1,61.24,1
20870,201683,2017,24.5412,2,1,7,7,7,4,1,56.7,2
20871,201684,2017,30.1211,1,7,4,2,2,1,1,77.11,2
20872,201685,2017,42.3477,1,4,3,6,3,3,1,108.41,2
20873,201686,2017,17.1981,1,2,3,3,2,1,1,48.54,1
20874,201687,2017,31.8945,1,4,6,1,2,3,1,81.65,1
20875,201689,2017,32.0216,2,7,5,4,2,1,1,78.93,2
20876,201690,2017,19.7751,1,2,4,1,2,4,1,57.15,1
20877,201691,2017,21.8166,2,1,6,7,2,2,1,63.05,2
20878,201693,2017,24.4922,2,3,4,1,2,1,1,66.68,2
20879,201694,2017,21.1611,2,8,1,1,3,3,1,52.16,2
20880,201696,2017,28.2222,2,1,7,7,2,3,1,63.5,2
20881,201697,2017,25.8751,2,2,4,2,2,1,1,73.03,2
20882,201698,2017,19.7556,1,2,4,7,3,3,1,44.45,2
20883,201700,2017,20.4863,1,5,1,1,2,3,1,54.43,1
20884,201701,2017,27.6406,1,6,2,4,2,3,1,70.76,2
20885,201702,2017,20.4863,1,4,2,7,3,3,1,54.43,1
20886,201703,2017,30.6055,1,1,2,7,2,2,1,88.45,1
20887,201704,2017,30.3623,2,1,3,7,1,3,1,74.84,2
20888,201705,2017,29.4494,2,1,1,3,1,3,1,68.04,2
20889,201706,2017,20.8936,1,4,6,1,3,1,1,58.97,1
20890,201707,2017,22.494,2,5,3,4,7,2,1,61.24,2
20891,201708,2017,18.6437,1,6,4,7,3,2,1,52.62,2
20892,201709,2017,23.9792,2,1,3,1,1,3,1,57.61,2
20893,201710,2017,17.0351,1,1,5,7,1,3,1,48.08,1
20894,201711,2017,26.5062,2,8,4,7,1,1,1,61.24,2
20895,201712,2017,30.6523,1,3,1,1,1,4,1,78.47,1
20896,201713,2017,28.3205,1,1,3,1,4,3,1,68.04,1
20897,201714,2017,32.0957,1,1,2,2,3,2,1,77.11,1
20898,201715,2017,24.3464,1,6,7,3,2,3,1,56.25,2
20899,201716,2017,26.511,2,6,4,6,2,2,1,81.19,2
20900,201717,2017,26.6817,2,3,4,5,1,1,1,77.11,1
20901,201718,2017,19.6319,2,8,1,7,2,2,1,52.16,1
20902,201720,2017,24.5453,1,6,1,6,2,3,1,58.97,1
20903,201721,2017,18.5849,2,1,2,3,2,1,1,45.81,1
20904,201722,2017,17.7188,1,3,2,4,2,1,1,45.36,1
20905,201723,2017,21.2617,1,3,6,7,4,2,1,54.43,1
20906,201724,2017,21.6602,1,3,1,1,2,1,1,58.97,1
20907,201725,2017,20.0893,2,4,2,4,1,1,1,56.7,2
20908,201726,2017,19.875,2,3,2,2,1,1,1,48.99,2
20909,201728,2017,23.3242,2,4,4,6,2,3,1,63.5,2
20910,201729,2017,21.4759,2,6,1,4,1,1,1,65.77,2
20911,201730,2017,25.6914,2,4,3,6,3,2,1,65.77,1
20912,201731,2017,24.5453,2,8,2,4,1,1,1,58.97,2
20913,201732,2017,26.3134,1,7,4,1,2,2,1,64.86,1
20914,201733,2017,36.2889,2,6,5,4,1,2,1,81.65,2
20915,201734,2017,21.8289,2,3,7,7,1,2,1,47.17,1
20916,201735,2017,25.6097,2,5,2,7,2,2,1,55.34,2
20917,201736,2017,33.4959,2,6,1,3,3,1,1,100.25,1
20918,201737,2017,21.8995,1,1,3,7,7,2,1,53.98,1
20919,201738,2017,21.1611,2,5,6,3,1,1,1,52.16,2
20920,201739,2017,17.0725,2,1,1,1,2,4,1,45.36,1
20921,201740,2017,24.2931,1,2,3,1,2,1,1,59.88,1
20922,201741,2017,25.6088,1,3,3,4,2,1,1,68.04,1
20923,201742,2017,21.9945,2,5,3,3,1,1,1,59.88,1
20924,201743,2017,26.4632,2,4,3,2,1,1,1,70.31,2
20925,201744,2017,29.1788,2,1,7,4,3,2,1,89.36,1
20926,201745,2017,27.421,2,1,6,1,3,2,1,67.59,1
20927,201746,2017,22.5762,2,1,6,7,1,4,1,52.16,2
20928,201747,2017,24.8047,2,5,7,7,2,2,1,63.5,1
20929,201748,2017,26.6817,2,1,4,4,1,1,1,77.11,2
20930,201749,2017,25.6088,1,1,2,3,1,1,1,68.04,1
20931,201750,2017,22.1778,2,8,5,3,3,4,1,49.9,1
20932,201751,2017,20.8754,2,3,4,7,2,2,1,60.33,1
20933,201752,2017,18.6437,2,3,1,7,1,2,1,52.62,1
20934,201753,2017,26.5781,1,8,5,7,2,1,1,68.04,2
20935,201754,2017,27.6431,2,6,5,6,2,1,1,78.02,2
20936,201756,2017,26.6817,2,1,3,7,2,4,1,77.11,2
20937,201757,2017,28.3232,2,5,6,7,3,1,1,77.11,1
20938,201759,2017,23.6584,2,1,7,7,2,2,1,64.41,1
20939,201762,2017,24.5412,2,1,5,1,2,2,1,56.7,2
20940,201763,2017,30.2907,1,1,2,7,4,2,1,87.54,1
20941,201764,2017,22.494,2,8,4,1,1,1,1,61.24,2
20942,201765,2017,29.5898,2,5,3,7,2,4,1,75.75,1
20943,201766,2017,26.2111,1,1,2,7,3,1,1,75.75,1
20944,201767,2017,26.9679,2,8,4,3,1,1,1,56.7,1
20945,201768,2017,26.9969,2,1,3,1,3,3,1,64.86,2
20946,201769,2017,34.9899,2,6,7,3,2,2,1,95.26,2
20947,201770,2017,29.4454,1,2,2,7,1,1,1,72.58,1
20948,201771,2017,23.003,1,3,1,5,2,3,1,56.7,1
20949,201772,2017,21.2617,1,6,5,7,2,4,1,54.43,1
20950,201774,2017,17.8506,1,4,3,6,3,2,1,44,1
20951,201776,2017,22.7578,2,8,4,4,3,2,1,65.77,1
20952,201777,2017,22.7338,1,7,3,1,2,3,1,68.04,1
