,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight,marijuana_use
416,173925,2015,20.4863,1,5,2,7,1,3,2,54.43,2
417,173927,2015,17.7731,1,6,2,7,3,3,2,54.43,1
418,173928,2015,17.0725,2,7,4,3,2,3,2,45.36,2
419,173929,2015,17.68,2,3,5,2,2,3,2,49.9,2
420,173930,2015,23.2972,1,6,3,4,2,1,2,78.02,1
421,173931,2015,33.3223,2,6,3,7,2,3,2,90.72,2
422,173932,2015,31.0702,2,7,5,4,2,3,2,92.99,2
423,173934,2015,17.9989,1,5,5,3,2,3,2,50.8,1
424,173937,2015,15.9413,1,8,3,1,3,3,2,61.24,2
425,173938,2015,18.4388,2,6,4,3,2,3,2,48.99,2
426,173939,2015,16.9954,2,8,2,3,1,3,2,46.27,2
427,173940,2015,23.3029,2,4,1,4,1,3,2,65.77,2
428,173941,2015,20.4048,1,3,6,2,2,3,2,58.97,1
429,173942,2015,19.285,1,8,4,7,3,1,2,54.43,1
430,173943,2015,29.7336,2,8,4,4,2,3,2,83.92,2
431,173944,2015,21.9945,2,8,5,6,3,3,2,59.88,2
432,173946,2015,18.9931,2,8,7,7,3,3,2,54.89,2
433,173950,2015,24.1071,1,2,5,6,3,1,2,68.04,1
434,173951,2015,20.7581,2,5,3,3,2,1,2,65.77,2
435,173952,2015,30.1349,2,1,5,3,1,1,2,87.09,2
436,173953,2015,18.8339,2,7,4,3,1,1,2,54.43,2
437,173954,2015,19.12,1,8,5,2,1,1,2,50.8,2
438,173958,2015,19.6996,1,5,2,2,1,4,2,60.33,2
439,173961,2015,21.1747,1,8,4,2,1,1,2,74.84,2
440,173962,2015,20.8936,1,6,4,4,1,1,2,58.97,1
441,173963,2015,24.2507,2,4,3,6,2,3,2,72.58,2
442,173964,2015,24.0977,2,8,2,7,7,1,2,61.69,2
443,173966,2015,26.4117,2,8,3,3,1,4,2,88.45,1
444,173967,2015,13.9317,2,3,2,3,1,1,2,53.52,2
445,173969,2015,20.9917,2,8,4,1,1,4,2,57.15,2
446,173970,2015,21.1903,2,4,4,7,1,1,2,61.24,2
447,173971,2015,18.4807,1,8,1,5,1,4,2,52.16,2
448,173972,2015,16.3205,1,4,4,1,1,3,2,51.71,2
449,173976,2015,20.0125,2,6,5,7,2,1,2,48.08,2
450,173977,2015,18.2866,2,8,4,6,1,1,2,61.24,2
451,173978,2015,20.5606,2,8,4,3,2,1,2,59.42,2
452,173979,2015,19.0443,1,8,7,5,4,1,2,44,1
453,173980,2015,23.8581,2,1,7,7,2,4,2,68.95,2
454,173981,2015,20.4048,2,8,4,1,2,2,2,58.97,2
455,173982,2015,17.8823,2,3,3,4,2,2,2,53.52,2
456,173987,2015,22.5401,2,6,5,2,1,2,2,73.03,2
457,173988,2015,20.6121,1,8,6,3,3,2,2,61.69,2
458,173989,2015,26.6817,1,6,4,1,2,4,2,77.11,1
459,173990,2015,20.4922,1,8,7,1,1,1,2,55.79,2
460,173993,2015,16.8845,2,8,4,2,2,1,2,39.01,2
461,173994,2015,19.5988,2,5,4,6,1,1,2,63.5,2
462,173996,2015,20.0893,1,2,6,2,1,1,2,56.7,2
463,173997,2015,15.0328,2,3,4,4,1,1,2,47.63,2
464,173998,2015,18.1864,2,8,3,6,2,1,2,54.43,2
465,173999,2015,17.2191,1,8,6,6,3,1,2,55.79,2
466,174000,2015,19.875,2,8,1,2,1,4,2,48.99,2
467,174001,2015,37.6678,2,6,4,4,1,1,2,108.86,2
468,174002,2015,21.793,2,5,2,4,2,1,2,55.79,2
469,174003,2015,21.1903,2,6,1,7,1,1,2,61.24,2
470,174004,2015,18.6204,2,6,2,2,2,1,2,60.33,2
471,174005,2015,26.9899,2,3,7,7,1,1,2,73.48,2
472,174006,2015,21.9753,1,6,5,1,3,1,2,65.77,1
473,174008,2015,27.5917,2,5,4,2,1,1,2,97.52,2
474,174009,2015,23.9935,1,8,4,2,3,1,2,73.48,1
475,174010,2015,21.6602,1,8,2,2,3,1,2,58.97,2
476,174011,2015,19.6194,1,7,3,6,3,1,2,56.7,1
477,174012,2015,18.1492,2,8,1,7,1,3,2,60.78,2
478,174013,2015,19.4922,1,8,2,2,1,1,2,49.9,2
479,174014,2015,19.9744,1,8,2,2,1,2,2,53.07,1
480,174015,2015,28.2035,2,7,3,5,2,1,2,89.36,2
481,174016,2015,26.3668,2,5,1,5,1,1,2,76.2,2
482,174017,2015,23.9219,1,8,7,7,2,1,2,61.24,2
483,174018,2015,21.0453,1,8,4,7,4,3,2,66.68,1
484,174019,2015,30.3641,2,1,4,7,6,1,2,92.99,2
485,174020,2015,22.1484,2,5,5,7,2,1,2,56.7,2
486,174021,2015,19.6393,1,8,1,2,1,1,2,65.77,2
487,174022,2015,17.8823,1,6,4,4,2,1,2,53.52,1
488,174023,2015,35.3564,2,4,1,4,2,3,2,99.79,2
489,174024,2015,21.1607,2,8,3,2,1,1,2,57.61,2
490,174025,2015,24.3287,2,8,3,2,1,4,2,70.31,2
491,174027,2015,16.3218,2,1,7,7,2,1,2,47.17,2
492,174028,2015,27.4007,2,4,5,4,2,1,2,57.61,2
493,174029,2015,21.1903,1,6,1,1,4,1,2,61.24,2
494,174030,2015,19.12,2,4,5,6,2,1,2,71.22,2
495,174031,2015,18.9615,2,4,1,3,2,1,2,63.5,2
496,174032,2015,23.9219,2,6,3,7,1,1,2,61.24,2
497,174033,2015,21.6609,2,8,3,2,3,1,2,62.6,2
498,174034,2015,24.3287,2,6,3,2,2,1,2,70.31,2
499,174035,2015,23.6996,2,3,3,1,1,1,2,72.58,2
500,174036,2015,20.9573,1,2,7,3,1,1,2,50.35,2
501,174037,2015,37.6019,1,8,5,3,2,1,2,132.9,2
502,174040,2015,29.9908,1,8,4,2,3,3,2,81.65,1
503,174041,2015,22.3644,1,8,2,7,2,2,2,59.42,1
504,174042,2015,28.9293,1,8,7,6,2,3,2,81.65,1
505,174043,2015,26.9772,2,6,6,4,3,3,2,80.74,2
506,174044,2015,22.494,2,8,4,2,1,3,2,61.24,2
507,174046,2015,18.8271,2,8,1,1,2,1,2,63.05,2
508,174047,2015,21.4759,2,8,2,4,2,1,2,65.77,2
509,174048,2015,17.5844,2,2,2,7,1,1,2,46.72,2
510,174049,2015,27.0895,2,6,1,1,3,1,2,90.72,2
511,174051,2015,27.1998,2,1,1,6,2,1,2,86.18,2
512,174052,2015,31.2832,2,6,4,3,1,1,2,77.11,2
513,174053,2015,31.8945,1,5,5,3,1,3,2,81.65,1
514,174054,2015,20.0893,1,8,4,7,2,1,2,56.7,2
515,174055,2015,20.2442,1,5,1,2,1,1,2,49.9,2
516,174056,2015,23.7994,1,8,2,2,2,1,2,77.11,1
517,174057,2015,20.5802,1,8,5,5,2,3,2,66.68,1
518,174059,2015,17.326,1,8,6,7,1,3,2,47.17,1
519,174061,2015,24.1579,1,7,2,7,2,3,2,65.77,1
520,174062,2015,19.9967,2,7,7,1,2,2,2,61.24,2
521,174063,2015,19.9927,1,8,2,2,7,3,2,54.43,2
522,174067,2015,22.7338,1,4,5,5,2,1,2,68.04,2
523,174068,2015,31.1535,2,2,1,7,3,4,2,104.33,2
524,174069,2015,19.3992,1,8,3,1,3,1,2,58.06,1
525,174070,2015,23.3242,1,2,2,1,1,1,2,63.5,2
526,174071,2015,27.4648,2,5,3,7,2,1,2,70.31,2
527,174072,2015,26.3724,2,4,1,3,1,3,2,78.93,2
528,174074,2015,24.4119,1,6,6,5,3,4,2,64.86,1
529,174075,2015,20.6121,1,8,5,7,3,1,2,61.69,1
530,174076,2015,40.0242,1,6,2,7,3,3,2,115.67,1
531,174078,2015,20.8288,2,4,4,7,5,3,2,55.34,2
532,174079,2015,28.6327,2,6,3,6,2,4,2,90.72,2
533,174080,2015,23.0255,2,6,3,6,4,3,2,77.11,1
534,174081,2015,21.1611,2,6,6,3,3,3,2,52.16,2
535,174082,2015,24.05,1,6,3,1,1,2,2,76.2,2
536,174085,2015,18.036,2,8,4,3,1,1,2,53.98,2
537,174087,2015,19.9927,2,4,3,7,1,4,2,54.43,2
538,174088,2015,16.6367,2,1,2,2,1,4,2,48.08,2
539,174089,2015,33.3223,2,2,4,3,1,1,2,90.72,2
540,174090,2015,27.1998,1,8,7,3,2,4,2,86.18,1
541,174092,2015,21.9889,2,8,1,5,2,3,2,79.38,2
542,174094,2015,21.2617,2,6,4,3,2,3,2,54.43,2
543,174096,2015,21.8255,2,8,1,5,1,3,2,59.42,2
544,174097,2015,21.6602,2,5,2,2,3,1,2,58.97,2
545,174102,2015,19.6194,2,6,2,6,1,3,2,56.7,2
546,174103,2015,26.6826,2,1,6,7,1,1,2,65.77,2
547,174104,2015,20.6121,1,7,5,1,2,3,2,61.69,2
548,174106,2015,21.2041,1,8,7,7,3,4,2,48.99,2
549,174107,2015,30.0656,2,4,5,6,3,3,2,95.26,2
550,174108,2015,18.9448,1,8,3,5,3,3,2,56.7,2
551,174109,2015,18.6437,1,1,6,6,2,3,2,52.62,2
552,174110,2015,23.6996,2,4,3,7,1,4,2,72.58,2
553,174111,2015,19.8252,1,5,7,6,3,3,2,47.63,1
554,174112,2015,18.9511,1,5,7,7,2,3,2,42.64,2
555,174113,2015,30.4836,2,4,2,6,1,4,2,104.33,2
556,174115,2015,23.5433,2,6,7,4,2,3,2,68.04,2
557,174118,2015,26.0346,1,5,2,2,1,3,2,73.48,1
558,174119,2015,20.8264,1,1,3,7,2,3,2,56.7,2
559,174120,2015,25.6566,2,8,1,7,2,4,2,69.85,2
560,174121,2015,18.7813,2,8,2,3,1,3,2,48.08,2
561,174122,2015,21.1903,1,6,4,7,3,3,2,61.24,1
562,174123,2015,21.5586,2,8,7,1,3,2,2,69.85,2
563,174124,2015,19.285,1,6,1,7,2,4,2,54.43,1
564,174127,2015,30.4904,2,6,2,3,2,3,2,83.01,2
565,174128,2015,23.9219,2,4,1,1,1,4,2,61.24,2
566,174129,2015,31.8287,2,4,4,5,3,3,2,95.26,2
567,174130,2015,24.1071,2,4,1,5,2,3,2,68.04,2
568,174131,2015,29.5533,1,8,2,3,2,3,2,88.45,1
569,174133,2015,17.7731,2,8,5,7,2,2,2,54.43,2
570,174136,2015,25.4913,2,4,5,6,2,2,2,69.4,1
571,174137,2015,21.7128,2,8,5,4,2,3,2,53.52,2
572,174138,2015,20.7347,2,3,2,3,2,3,2,63.5,2
573,174140,2015,20.7347,2,8,5,3,3,3,2,63.5,2
574,174141,2015,20.5889,2,7,7,4,3,2,2,68.95,2
575,174142,2015,17.8955,2,4,3,7,1,1,2,56.7,2
576,174143,2015,19.1488,2,3,2,1,2,1,2,55.34,2
577,174144,2015,31.4424,2,1,1,4,1,1,2,111.13,2
578,174145,2015,19.12,2,7,1,2,1,1,2,50.8,2
579,174146,2015,28.4452,2,8,5,2,3,2,2,95.26,2
580,174147,2015,18.1864,2,8,2,2,3,1,2,54.43,2
581,174148,2015,20.36,1,1,4,7,2,1,2,45.81,1
582,174149,2015,19.7033,2,6,3,5,2,1,2,58.97,2
583,174151,2015,23.1053,2,7,4,1,2,2,2,70.76,2
584,174152,2015,19.5527,2,8,4,5,1,1,2,59.88,2
585,174153,2015,19.448,1,6,5,5,2,1,2,54.89,1
586,174154,2015,17.7731,1,3,5,5,1,1,2,54.43,1
587,174155,2015,16.3905,2,5,6,4,2,1,2,54.89,2
588,174156,2015,23.7994,2,6,3,2,2,1,2,77.11,2
589,174159,2015,20.09,1,1,1,1,1,1,2,58.06,2
590,174160,2015,22.1484,2,1,1,1,1,1,2,56.7,2
591,174161,2015,21.6602,1,4,4,3,1,2,2,58.97,2
592,174162,2015,28.3404,2,4,5,6,1,1,2,84.82,2
593,174163,2015,25.1142,2,4,2,1,1,1,2,72.58,2
594,174164,2015,20.3289,2,8,2,4,3,1,2,64.41,2
595,174165,2015,20.4709,2,4,2,3,4,1,2,64.86,1
596,174166,2015,21.3407,1,8,5,6,1,2,2,56.7,2
597,174167,2015,19.1488,1,6,1,5,1,1,2,55.34,1
598,174168,2015,19.4851,2,8,3,3,2,1,2,72.58,2
599,174169,2015,20.5786,1,1,7,7,5,3,2,49.44,1
600,174171,2015,20.9063,1,8,4,1,3,1,2,53.52,2
601,174172,2015,19.8537,2,7,3,5,2,1,2,59.42,2
602,174174,2015,18.8803,1,8,4,4,2,1,2,45.36,2
603,174175,2015,18.1598,2,1,2,2,2,3,2,49.44,2
604,174176,2015,28.9293,2,8,3,5,2,3,2,81.65,2
605,174177,2015,20.2994,1,8,4,3,1,1,2,65.77,1
606,174178,2015,20.09,2,6,5,6,1,1,2,58.06,2
607,174179,2015,23.4024,1,8,3,2,1,1,2,71.67,2
608,174180,2015,21.2169,2,8,1,6,1,1,2,63.5,2
609,174182,2015,17.7534,1,1,1,1,2,3,2,56.25,1
610,174183,2015,17.9269,2,8,3,3,1,1,2,47.63,2
611,174187,2015,21.51,2,8,2,6,2,1,2,57.15,2
612,174188,2015,26.2187,1,8,2,3,3,3,2,78.47,1
613,174189,2015,29.2574,2,6,7,7,7,1,2,97.98,2
614,174193,2015,26.1806,1,5,3,7,3,4,2,97.52,1
615,174194,2015,19.9967,2,5,1,3,1,3,2,61.24,2
616,174199,2015,17.9269,1,1,2,7,2,3,2,47.63,2
617,174200,2015,15.7493,2,8,3,1,4,1,2,49.9,2
618,174202,2015,19.875,2,5,5,4,1,3,2,48.99,2
619,174203,2015,34.0669,1,6,5,4,2,3,2,104.33,1
620,174204,2015,21,2,8,4,3,1,1,2,68.04,2
621,174205,2015,22.9075,2,8,3,4,1,1,2,72.58,2
622,174206,2015,25.7338,1,8,4,4,2,4,2,86.18,2
623,174207,2015,16.8757,2,2,4,4,2,1,2,47.63,2
624,174208,2015,21.6261,1,8,4,5,1,1,2,66.23,2
625,174211,2015,22.191,2,8,5,5,1,4,2,70.31,2
626,174212,2015,22.129,2,6,4,4,1,1,2,66.23,2
627,174213,2015,28.9003,2,7,3,4,2,1,2,104.33,2
628,174214,2015,23.0352,2,6,2,3,2,1,2,58.97,2
629,174215,2015,19.4931,2,8,4,7,1,2,2,53.07,2
630,174216,2015,23.3367,2,8,1,1,1,1,2,73.94,2
631,174217,2015,20.0893,1,6,4,4,3,3,2,56.7,1
632,174218,2015,23.6996,2,8,4,1,2,1,2,72.58,2
633,174219,2015,22.821,1,6,3,5,1,1,2,64.41,1
634,174220,2015,21.4746,1,2,4,5,2,1,2,68.04,2
635,174221,2015,21.92,2,8,2,1,1,1,2,67.13,2
636,174222,2015,23.6996,2,8,3,4,1,3,2,72.58,2
637,174225,2015,30.0656,1,6,1,2,7,3,2,95.26,1
638,174226,2015,21.8395,1,1,7,7,2,1,2,70.76,1
639,174227,2015,29.1788,1,6,5,7,2,2,2,89.36,1
640,174229,2015,19.448,2,7,4,6,1,1,2,54.89,2
641,174230,2015,18.5537,2,8,1,1,3,3,2,63.5,2
642,174233,2015,18.7813,1,5,7,6,3,3,2,49.9,2
643,174234,2015,26.5069,1,8,3,5,2,1,2,90.72,1
644,174235,2015,19.5988,2,6,7,1,4,2,2,63.5,2
645,174237,2015,22.5375,1,6,6,4,2,1,2,59.88,2
646,174238,2015,20.1577,2,4,5,7,2,2,2,60.33,2
647,174239,2015,24.6244,2,6,3,3,2,3,2,78.02,2
648,174240,2015,20.5802,2,8,3,5,3,2,2,66.68,1
649,174241,2015,19.4024,2,5,7,7,7,2,2,59.42,2
650,174242,2015,25.1142,2,8,5,3,2,1,2,72.58,2
651,174243,2015,23.8726,2,8,3,5,1,1,2,86.18,2
652,174244,2015,18.7813,1,8,1,2,1,4,2,49.9,1
653,174245,2015,24.5,2,5,6,4,2,1,2,79.38,2
654,174247,2015,20.8264,1,7,3,3,2,3,2,56.7,2
655,174248,2015,21.1903,1,8,5,2,2,1,2,61.24,1
656,174249,2015,19.4704,2,7,1,4,1,1,2,61.69,2
657,174250,2015,20.0893,2,4,3,7,1,4,2,56.7,2
658,174251,2015,23.7963,1,6,3,3,2,1,2,71.22,1
659,174252,2015,29.5184,1,3,4,6,3,1,2,104.33,2
660,174253,2015,25.4394,1,4,7,4,7,4,2,67.59,1
661,174254,2015,19.2508,2,4,2,3,2,1,2,68.04,2
662,174255,2015,18.9615,2,1,4,7,3,2,2,63.5,1
663,174256,2015,39.4066,1,8,2,5,3,3,2,117.94,1
664,174257,2015,18.8495,1,6,6,2,1,1,2,43.55,2
665,174258,2015,21.4759,2,8,1,2,2,1,2,65.77,2
666,174259,2015,20.2487,2,8,7,7,2,3,2,57.15,2
667,174260,2015,18.8339,2,1,1,6,2,3,2,54.43,2
668,174261,2015,34.358,1,8,4,5,1,1,2,108.86,2
669,174262,2015,20.8936,1,1,2,7,4,3,2,58.97,1
670,174263,2015,21.7128,2,8,7,7,2,3,2,53.52,2
671,174264,2015,19.285,2,8,6,5,2,4,2,54.43,2
672,174265,2015,24.4922,1,8,1,2,3,3,2,66.68,1
673,174266,2015,19.7751,1,1,6,7,2,3,2,57.15,2
674,174267,2015,26.9983,2,3,2,5,2,3,2,76.2,2
675,174268,2015,20.3171,2,8,3,1,1,1,2,68.04,2
676,174269,2015,39.4066,2,5,4,4,1,3,2,117.94,2
677,174271,2015,37.5588,1,8,5,6,2,3,2,99.79,2
678,174272,2015,38.0882,2,1,1,7,2,1,2,107.5,2
679,174273,2015,20.9162,2,7,2,2,1,3,2,62.6,2
680,174274,2015,20.4709,2,6,3,4,2,2,2,64.86,1
681,174275,2015,18.1864,2,8,6,5,2,2,2,54.43,2
682,174276,2015,23.7033,2,8,4,1,2,1,2,79.38,2
683,174277,2015,27.8465,2,6,5,2,1,1,2,85.28,2
684,174278,2015,18.9511,2,6,2,4,1,1,2,64.86,2
685,174280,2015,32.0586,2,6,1,2,2,3,2,103.87,2
686,174282,2015,19.9927,1,6,3,7,3,3,2,54.43,2
687,174283,2015,25.7338,2,8,4,2,1,1,2,86.18,2
688,174285,2015,24.3832,2,6,1,7,3,3,2,86.18,2
689,174286,2015,21.6166,1,8,2,2,2,3,2,68.49,1
690,174287,2015,26.6817,2,6,1,7,2,4,2,77.11,2
691,174288,2015,16.9954,1,5,4,6,1,1,2,46.27,2
692,174290,2015,22.9075,2,1,1,1,2,3,2,72.58,2
693,174292,2015,22.7578,2,8,7,2,1,3,2,65.77,2
694,174294,2015,21.2617,2,6,1,6,2,1,2,54.43,2
695,174295,2015,24.9216,1,6,1,7,6,1,2,83.46,1
696,174296,2015,23.7994,2,7,4,3,2,1,2,77.11,2
697,174297,2015,16.1616,2,7,2,5,1,1,2,44,2
698,174298,2015,18.3401,1,8,7,7,2,3,2,54.89,2
699,174299,2015,25.7157,2,5,2,6,3,1,2,72.58,2
700,174300,2015,20.8936,2,8,6,7,3,2,2,58.97,2
701,174301,2015,32.5062,1,8,3,7,2,1,2,108.86,1
702,174302,2015,20.3169,1,5,7,7,3,2,2,53.98,1
703,174303,2015,23.8465,2,8,4,7,3,4,2,73.03,2
704,174304,2015,18.0375,1,8,3,2,2,3,2,57.15,1
705,174305,2015,22.2171,2,8,1,1,3,2,2,68.04,2
706,174306,2015,25.4759,1,8,1,2,2,3,2,78.02,1
707,174307,2015,21.6728,1,8,4,6,2,1,2,72.58,1
708,174308,2015,18.2866,2,6,3,4,1,1,2,61.24,2
709,174309,2015,23.9935,1,8,1,7,3,1,2,73.48,2
710,174310,2015,18.7813,2,4,1,4,1,2,2,49.9,2
711,174311,2015,22.4298,2,8,1,4,2,1,2,67.13,2
712,174312,2015,34.0669,1,8,1,1,2,3,2,104.33,1
713,174314,2015,25.4913,1,5,4,5,2,3,2,69.4,1
714,174315,2015,20.3289,1,4,4,5,3,3,2,64.41,2
715,174316,2015,30.8001,1,8,1,3,7,1,2,108.86,2
716,174317,2015,22.4986,1,8,5,7,3,1,2,63.5,1
717,174318,2015,22.7338,1,3,4,5,3,1,2,68.04,2
718,174319,2015,22.4012,2,8,5,3,2,1,2,72.58,2
719,174320,2015,25.8155,2,8,2,1,2,1,2,96.16,2
720,174322,2015,20.3171,1,6,6,4,2,1,2,68.04,2
721,174324,2015,17.3611,2,1,6,2,2,4,2,56.25,2
722,174325,2015,18.9615,1,1,2,2,2,2,2,63.5,1
723,174326,2015,24.9114,2,1,4,4,3,1,2,70.31,2
724,174328,2015,24.589,1,2,2,3,7,3,2,69.4,2
725,174329,2015,20.3645,2,6,2,7,2,3,2,83.92,2
726,174331,2015,19.6194,2,8,5,5,2,3,2,56.7,2
727,174332,2015,19.285,1,1,4,4,3,3,2,54.43,1
728,174333,2015,18.0484,2,2,5,6,3,3,2,52.16,2
729,174334,2015,17.179,2,8,4,6,3,2,2,54.43,2
730,174335,2015,24.5514,1,8,2,4,3,3,2,73.48,1
731,174336,2015,19.5527,1,6,4,6,2,3,2,59.88,2
732,174337,2015,23.9,2,1,2,1,3,2,2,63.5,2
733,174338,2015,22.3657,2,4,2,3,3,1,2,80.74,2
734,174339,2015,23.003,2,8,2,5,2,3,2,56.7,2
735,174342,2015,34.3641,2,5,2,6,1,3,2,105.24,2
736,174343,2015,28.6575,2,8,6,6,3,1,2,78.02,2
737,174344,2015,18.5143,2,8,6,5,2,4,2,56.7,2
738,174345,2015,16.3728,2,4,1,6,2,1,2,35.38,2
739,174346,2015,21.9753,1,6,2,5,2,3,2,65.77,2
740,174347,2015,23.4923,1,1,4,3,2,1,2,70.31,1
741,174348,2015,20.5711,1,6,2,7,2,4,2,58.06,1
742,174349,2015,21.9723,2,8,3,3,3,1,2,63.5,2
743,174350,2015,22.2872,1,8,5,6,3,2,2,64.41,1
744,174351,2015,24.9917,2,8,3,3,1,4,2,68.04,2
745,174352,2015,20.3171,2,7,1,4,1,1,2,68.04,2
746,174353,2015,21.4746,2,8,4,5,2,1,2,68.04,2
747,174354,2015,28.0397,1,8,3,1,3,3,2,83.92,1
748,174355,2015,29.3492,2,8,6,5,1,2,2,92.99,2
749,174356,2015,18.036,2,6,4,5,3,1,2,53.98,2
750,174357,2015,18.1825,2,1,7,5,7,3,2,69.85,2
751,174359,2015,16.9735,1,8,2,2,2,3,2,50.8,1
752,174361,2015,19.285,2,5,4,4,2,4,2,54.43,2
753,174362,2015,21.9753,2,8,4,4,2,1,2,65.77,2
754,174363,2015,18.7813,2,5,5,4,2,3,2,49.9,2
755,174364,2015,18.7813,1,8,1,3,2,1,2,49.9,1
756,174365,2015,21.2809,2,8,2,4,1,4,2,68.95,2
757,174366,2015,22.9075,2,7,3,5,1,1,2,72.58,2
758,174367,2015,26.29,2,6,5,6,6,3,2,69.85,2
759,174368,2015,19.6194,2,6,3,4,1,1,2,56.7,1
760,174369,2015,37.6529,2,4,1,7,4,3,2,102.51,2
761,174370,2015,31.5016,1,6,4,5,4,1,2,88.91,2
762,174371,2015,19.285,2,8,6,6,2,3,2,54.43,2
763,174374,2015,33.3422,2,8,5,2,4,4,2,99.79,2
764,174376,2015,22.494,1,8,1,2,5,1,2,61.24,2
765,174377,2015,21.6978,1,7,6,2,7,2,2,61.24,1
766,174378,2015,21.1903,2,4,6,7,3,1,2,61.24,2
767,174379,2015,29.0381,2,6,3,2,1,3,2,83.92,2
768,174380,2015,20.5435,1,8,5,4,2,4,2,70.31,1
769,174382,2015,28.19,1,8,5,5,1,4,2,84.37,2
770,174383,2015,26.2171,1,5,4,5,3,3,2,80.29,1
771,174384,2015,23.7994,2,8,2,1,1,1,2,77.11,2
772,174385,2015,17.8955,1,2,4,7,2,1,2,56.7,1
773,174386,2015,21.825,1,2,2,2,7,4,2,65.32,1
774,174387,2015,20.4515,1,6,4,6,3,4,2,68.49,2
775,174388,2015,19.4704,1,7,4,4,2,1,2,61.69,2
776,174389,2015,23.6996,2,7,3,4,2,1,2,72.58,2
777,174390,2015,18.5143,2,1,1,5,3,1,2,56.7,2
778,174391,2015,23.7994,2,8,2,3,1,1,2,77.11,2
779,174393,2015,18.8991,2,4,2,1,2,1,2,59.88,2
780,174394,2015,22.0702,2,6,1,4,1,4,2,67.59,2
781,174398,2015,15.8512,2,6,4,4,3,2,2,45.81,2
782,174399,2015,19.2169,1,1,1,4,2,1,2,65.77,1
783,174400,2015,21.6978,2,8,1,5,2,2,2,61.24,2
784,174401,2015,21.2809,1,3,1,7,3,4,2,68.95,2
785,174402,2015,26.5228,1,3,4,4,3,3,2,79.38,1
786,174403,2015,25.7157,1,7,6,4,3,2,2,72.58,1
787,174404,2015,23.0988,1,8,4,3,3,2,2,74.84,2
788,174405,2015,22.4012,2,7,2,3,1,1,2,72.58,2
789,174406,2015,21.0453,2,5,4,6,3,2,2,66.68,2
790,174407,2015,20.2994,1,6,2,7,1,3,2,65.77,1
791,174408,2015,49.9835,2,3,3,7,1,1,2,136.08,2
792,174409,2015,20.8264,1,8,5,2,2,1,2,56.7,2
793,174410,2015,22.5303,1,8,4,2,2,1,2,77.11,1
794,174412,2015,22.7578,2,8,5,6,2,1,2,65.77,2
795,174413,2015,18.6437,1,8,5,3,3,3,2,52.62,1
796,174414,2015,20.0417,1,8,5,1,3,1,2,63.5,1
797,174415,2015,32.2118,2,8,6,1,5,3,2,102.06,2
798,174416,2015,24.3287,1,8,1,3,2,3,2,70.31,2
799,174417,2015,23.9467,2,6,7,7,2,3,2,71.67,2
800,174418,2015,19.8465,2,7,4,2,2,3,2,60.78,2
801,174419,2015,22.1484,1,8,2,2,3,1,2,56.7,2
802,174421,2015,21.1389,1,3,1,3,2,3,2,68.49,2
803,174422,2015,29.157,2,8,4,2,1,1,2,99.79,2
804,174423,2015,21.4746,2,8,2,3,3,1,2,68.04,2
805,174424,2015,20.0074,2,7,3,4,1,4,2,59.88,2
806,174425,2015,22.7537,2,8,7,7,2,1,2,76.2,2
807,174426,2015,20.7625,2,8,5,4,1,1,2,62.14,2
808,174427,2015,31.4954,1,8,2,7,3,4,2,99.79,1
809,174428,2015,25.6914,2,8,3,7,3,4,2,65.77,2
810,174430,2015,21,2,8,7,7,2,2,2,68.04,2
811,174431,2015,22.7338,2,8,6,2,1,1,2,68.04,2
812,174433,2015,28.4669,1,1,3,5,3,3,2,65.77,2
813,174434,2015,26.8389,2,2,4,4,1,1,2,75.75,2
814,174435,2015,24.7993,1,3,4,1,1,3,2,71.67,2
815,174437,2015,20.3169,2,3,5,6,2,3,2,53.98,2
816,174438,2015,25.7338,2,1,5,4,3,1,2,86.18,2
817,174439,2015,30.3623,2,1,3,6,3,3,2,74.84,1
818,174441,2015,21.5586,1,7,3,5,2,1,2,69.85,1
819,174442,2015,22.7338,2,1,5,5,2,3,2,68.04,2
820,174444,2015,19.285,2,8,1,2,1,3,2,54.43,2
821,174445,2015,20.7347,1,7,4,2,2,3,2,63.5,1
822,174446,2015,20.7197,1,8,4,2,2,3,2,59.88,1
823,174447,2015,18.2866,2,6,3,4,2,2,2,61.24,2
824,174448,2015,19.5527,2,8,4,2,2,2,2,59.88,2
825,174450,2015,29.7698,1,6,4,4,3,3,2,91.17,1
826,174451,2015,26.9983,2,7,2,5,2,3,2,76.2,2
827,174452,2015,18.4807,2,8,1,7,3,3,2,52.16,2
828,174453,2015,17.0117,1,1,1,1,1,3,2,43.55,2
829,174454,2015,21.329,1,7,3,2,1,4,2,65.32,2
830,174455,2015,35.9354,2,8,4,2,1,1,2,127.01,2
831,174456,2015,21.9723,1,8,2,5,3,1,2,63.5,1
832,174457,2015,25.4829,2,8,1,1,3,4,2,80.74,2
833,174458,2015,22.082,2,1,1,7,3,4,2,54.43,2
834,174461,2015,19.179,2,6,2,1,1,1,2,62.14,2
835,174462,2015,22.821,1,8,4,5,3,3,2,64.41,1
836,174463,2015,29.0887,2,5,2,4,2,1,2,82.1,2
837,174465,2015,16.481,2,5,4,6,2,3,2,47.63,1
838,174466,2015,19.1589,2,6,5,4,2,1,2,52.16,2
839,174467,2015,16.7994,2,5,3,7,2,4,2,54.43,2
